GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	2C_Embryo1	2C_Embryo1-Q	2C_Embryo2	2C_Embryo2-Q	2C_Embryo3	2C_Embryo3-Q	4C_Embryo1	4C_Embryo1-Q	4C_Embryo2	4C_Embryo2-Q	4C_Embryo3	4C_Embryo3-Q
ADRBK1	HsaALTA0000256-2/2	chr11:67052546-67052630	3	chr11:67052454,67052549+67052546-67052630	Alt3	100.00	Fail	100.00	Fail	96.15	Pass	96.15	Pass	100.00	Pass	92.26	Pass
RELA	HsaALTA0007099-1/2	chr11:65427137-65427259	0	chr11:65427595,65427137-65427268+65427259	Alt3	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
RELA	HsaALTA0007099-2/2	chr11:65427137-65427268	9	chr11:65427595,65427137-65427268+65427259	Alt3	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
EVC2	HsaALTA0003018-1/2	chr4:5617149-5617265	0	chr4:5620205,5617149-5617271+5617265	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
EVC2	HsaALTA0003018-2/2	chr4:5617149-5617271	6	chr4:5620205,5617149-5617271+5617265	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ZNF680	HsaALTA0009884-1/2	chr7:64004455-64004579	0	chr7:64004684,64004455-64004585+64004579	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
ZNF680	HsaALTA0009884-2/2	chr7:64004455-64004585	6	chr7:64004684,64004455-64004585+64004579	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C12orf51	HsaALTA0001063-1/2	chr12:112662829-112662944	0	chr12:112664447,112662829-112662949+112662944	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
C12orf51	HsaALTA0001063-2/2	chr12:112662829-112662949	5	chr12:112664447,112662829-112662949+112662944	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
C17orf63	HsaALTA0001110-1/2	chr17:27117396-27117443	0	chr17:27161311,27117396-27117461+27117443	Alt3	81.82	Fail	57.14	Fail	100.00	Fail	100.00	Fail	100.00	Fail	93.75	Fail
C17orf63	HsaALTA0001110-2/2	chr17:27117396-27117461	18	chr17:27161311,27117396-27117461+27117443	Alt3	18.18	Fail	42.86	Fail	0.00	Fail	0.00	Fail	0.00	Fail	6.25	Fail
BNC2	HsaALTA0000957-1/2	chr9:16700840-16700919	0	chr9:16727795,16700840-16700923+16700919	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BNC2	HsaALTA0000957-2/2	chr9:16700840-16700923	4	chr9:16727795,16700840-16700923+16700919	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
BNC2	HsaALTA0000958-1/2	chr9:-16419641	0	chr9:16435553,-16419647+16419641	Alt3	NA	Fail	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
BNC2	HsaALTA0000958-2/2	chr9:-16419647	6	chr9:16435553,-16419647+16419641	Alt3	NA	Fail	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
KDM2A	HsaALTA0004477-1/2	chr11:66888729-66888829	0	chr11:66887520,66888729+66888705-66888829	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Pass
KDM2A	HsaALTA0004477-2/2	chr11:66888705-66888829	24	chr11:66887520,66888729+66888705-66888829	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Pass
NOC3L	HsaALTA0005761-1/2	chr10:96121081-96121198	0	chr10:96121422,96121081-96121318+96121198	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
NOC3L	HsaALTA0005761-2/2	chr10:96121081-96121318	120	chr10:96121422,96121081-96121318+96121198	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
ESRRA	HsaALTA0002996-1/2	chr11:64082216-64082383	0	chr11:64081839,64082216+64082213-64082383	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	0.00	Fail
ESRRA	HsaALTA0002996-2/2	chr11:64082213-64082383	3	chr11:64081839,64082216+64082213-64082383	Alt3	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	100.00	Fail
RAPH1	HsaALTA0006997-1/2	chr2:204354769-204354809	0	chr2:204355937,204354769-204354812+204354809	Alt3	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass	1.08	Pass	0.00	Pass
RAPH1	HsaALTA0006997-2/2	chr2:204354769-204354812	3	chr2:204355937,204354769-204354812+204354809	Alt3	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass	98.92	Pass	100.00	Pass
PARP14	HsaALTA0006077-1/2	chr3:122432719-122432781	0	chr3:122432420,122432719+122432715-122432781	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PARP14	HsaALTA0006077-2/2	chr3:122432715-122432781	4	chr3:122432420,122432719+122432715-122432781	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PARP15	HsaALTA0006078-1/2	chr3:122335933-122336011	0	chr3:122334704,122335933+122335862-122336011	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PARP15	HsaALTA0006078-2/2	chr3:122335862-122336011	71	chr3:122334704,122335933+122335862-122336011	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PARP15	HsaALTA0006079-1/2	chr3:122329361-122329475	0	chr3:122324902,122329361+122329341-122329475	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PARP15	HsaALTA0006079-2/2	chr3:122329341-122329475	20	chr3:122324902,122329361+122329341-122329475	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AHSA2	HsaALTA0000306-1/2	chr2:61412643-61412753	0	chr2:61411935,61412643+61412637-61412753	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass
AHSA2	HsaALTA0000306-2/2	chr2:61412637-61412753	6	chr2:61411935,61412643+61412637-61412753	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass
AHSA2	HsaALTA0000307-1/2	chr2:61413794-61413889	0	chr2:61413632,61413794+61413752-61413889	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	4.55	Fail	0.00	Pass
AHSA2	HsaALTA0000307-2/2	chr2:61413752-61413889	42	chr2:61413632,61413794+61413752-61413889	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	95.45	Fail	100.00	Pass
AHSA2	HsaALTA0000308-1/2	chr2:61406121-61406306	0	chr2:61405519,61406121+61406116-61406306	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
AHSA2	HsaALTA0000308-2/2	chr2:61406116-61406306	5	chr2:61405519,61406121+61406116-61406306	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
VANGL1	HsaALTA0009377-1/2	chr1:116224992-116225118	0	chr1:116206889,116224992+116224985-116225118	Alt3	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
VANGL1	HsaALTA0009377-2/2	chr1:116224985-116225118	7	chr1:116206889,116224992+116224985-116225118	Alt3	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
GLRX	HsaALTA0003671-1/2	chr5:95152217-95152329	0	chr5:95158160,95152217-95152330+95152329	Alt3	0.00	Pass	0.00	Pass	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
GLRX	HsaALTA0003671-2/2	chr5:95152217-95152330	1	chr5:95158160,95152217-95152330+95152329	Alt3	100.00	Pass	100.00	Pass	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
IQCB1	HsaALTA0004345-1/2	chr3:121507210-121507274	0	chr3:121508920,121507210-121507279+121507274	Alt3	0.00	Pass	1.33	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
IQCB1	HsaALTA0004345-2/2	chr3:121507210-121507279	5	chr3:121508920,121507210-121507279+121507274	Alt3	100.00	Pass	98.67	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
GOLGB1	HsaALTA0003725-1/2	chr3:121401764-121401808	0	chr3:121409517,121401764-121401810+121401808	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GOLGB1	HsaALTA0003725-2/2	chr3:121401764-121401810	2	chr3:121409517,121401764-121401810+121401808	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GOLGB1	HsaALTA0003726-1/3	chr3:121438493-121438597	0	chr3:121441109,121438493-121438615+121438600+121438597	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
GOLGB1	HsaALTA0003726-2/3	chr3:121438493-121438600	3	chr3:121441109,121438493-121438615+121438600+121438597	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
GOLGB1	HsaALTA0003726-3/3	chr3:121438493-121438615	18	chr3:121441109,121438493-121438615+121438600+121438597	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
PLAC8L1	HsaALTA0006368-1/2	chr5:145465024-145465125	0	chr5:145477719,145465024-145465160+145465125	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLAC8L1	HsaALTA0006368-2/2	chr5:145465024-145465160	35	chr5:145477719,145465024-145465160+145465125	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLAC8L1	HsaALTA0006369-1/2	chr5:-145464135	0	chr5:145465024,-145464153+145464135	Alt3	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PLAC8L1	HsaALTA0006369-2/2	chr5:-145464153	18	chr5:145465024,-145464153+145464135	Alt3	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
GPR137	HsaALTA0003758-1/2	chr11:64056615-	0	chr11:64056193,64056615+64056509-	Alt3	16.13	Pass	10.81	Pass	6.67	Pass	13.79	Pass	16.39	Pass	10.83	Pass
GPR137	HsaALTA0003758-2/2	chr11:64056509-	106	chr11:64056193,64056615+64056509-	Alt3	83.87	Pass	89.19	Pass	93.33	Pass	86.21	Pass	83.61	Pass	89.17	Pass
SNCG	HsaALTA0008070-1/2	chr10:88719758-88719885	0	chr10:88719431,88719758+88719706-88719885	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
SNCG	HsaALTA0008070-2/2	chr10:88719706-88719885	52	chr10:88719431,88719758+88719706-88719885	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
FAM128A	HsaALTA0003109-1/2	chr2:132249449-132249545	0	chr2:132249780,132249449-132249597+132249545	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
FAM128A	HsaALTA0003109-2/2	chr2:132249449-132249597	52	chr2:132249780,132249449-132249597+132249545	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
ZNF295	HsaALTA0009784-1/2	chr21:43422459-43422612	0	chr21:43423006,43422459-43422672+43422612	Alt3	0.00	Fail	18.18	Fail	12.50	Fail	0.00	Pass	0.00	Pass	5.13	Pass
ZNF295	HsaALTA0009784-2/2	chr21:43422459-43422672	60	chr21:43423006,43422459-43422672+43422612	Alt3	100.00	Fail	81.82	Fail	87.50	Fail	100.00	Pass	100.00	Pass	94.87	Pass
DAG1	HsaALTA0002329-1/2	chr3:49524687-49524848	0	chr3:49507866,49524687+49524661-49524848	Alt3	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DAG1	HsaALTA0002329-2/2	chr3:49524661-49524848	26	chr3:49507866,49524687+49524661-49524848	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DAG1	HsaALTA0002330-1/2	chr3:49526131-49526178	0	chr3:49524848,49526131+49526059-49526178	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	NA	Fail
DAG1	HsaALTA0002330-2/2	chr3:49526059-49526178	72	chr3:49524848,49526131+49526059-49526178	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	NA	Fail
DAG1	HsaALTA0002331-1/2	chr3:49530260-49530406	0	chr3:49526178,49530260+49530256-49530406	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
DAG1	HsaALTA0002331-2/2	chr3:49530256-49530406	4	chr3:49526178,49530260+49530256-49530406	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
NAA20	HsaALTA0005527-1/2	chr20:20006321-20006411	0	chr20:20003124,20006321+20006313-20006411	Alt3	98.14	Pass	98.88	Pass	100.00	Pass	99.83	Pass	94.86	Pass	97.66	Pass
NAA20	HsaALTA0005527-2/2	chr20:20006313-20006411	8	chr20:20003124,20006321+20006313-20006411	Alt3	1.86	Pass	1.12	Pass	0.00	Pass	0.17	Pass	5.14	Pass	2.34	Pass
EHBP1L1	HsaALTA0002789-1/2	chr11:65348689-65348722	0	chr11:65348597,65348689+65348682-65348722	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
EHBP1L1	HsaALTA0002789-2/2	chr11:65348682-65348722	7	chr11:65348597,65348689+65348682-65348722	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM196	HsaALTA0008776-1/2	chr7:19763903-19763974	0	chr7:19765137,19763903-19763976+19763974	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
TMEM196	HsaALTA0008776-2/2	chr7:19763903-19763976	2	chr7:19765137,19763903-19763976+19763974	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
SSSCA1	HsaALTA0008242-1/2	chr11:65338078-65338121	0	chr11:65337981,65338078+65338075-65338121	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
SSSCA1	HsaALTA0008242-2/2	chr11:65338075-65338121	3	chr11:65337981,65338078+65338075-65338121	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
SMARCC1	HsaALTA0008032-1/2	chr3:47719688-47719801	0	chr3:47721927,47719688-47719855+47719801	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
SMARCC1	HsaALTA0008032-2/2	chr3:47719688-47719855	54	chr3:47721927,47719688-47719855+47719801	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
FKBP2	HsaALTA0003367-1/2	chr11:64010747-64010751	0	chr11:64010030,64010747+64010671-64010751	Alt3	0.00	Pass	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
FKBP2	HsaALTA0003367-2/2	chr11:64010671-64010751	76	chr11:64010030,64010747+64010671-64010751	Alt3	100.00	Pass	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
VEGFB	HsaALTA0009397-1/2	chr11:64003383-64003481	0	chr11:64002972,64003383+64003285-64003481	Alt3	NA	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
VEGFB	HsaALTA0009397-2/2	chr11:64003285-64003481	98	chr11:64002972,64003383+64003285-64003481	Alt3	NA	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
VEGFB	HsaALTA0009398-1/2	chr11:64004993-64005127	0	chr11:64004694,64004993+64004892-64005127	Alt3	57.14	Fail	0.00	Fail	80.00	Fail	0.00	Pass	66.67	Fail	0.00	Fail
VEGFB	HsaALTA0009398-2/2	chr11:64004892-64005127	101	chr11:64004694,64004993+64004892-64005127	Alt3	42.86	Fail	100.00	Fail	20.00	Fail	100.00	Pass	33.33	Fail	100.00	Fail
MST1	HsaALTA0005381-1/2	chr3:49722695-49722815	0	chr3:49722904,49722695-49722832+49722815	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MST1	HsaALTA0005381-2/2	chr3:49722695-49722832	17	chr3:49722904,49722695-49722832+49722815	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MST1	HsaALTA0005382-3/3	chr3:49722445-49722523	5	chr3:49722904,49722445-49722523+49722522+49722518	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MST1	HsaALTA0005383-1/2	chr3:49722445-49722518	0	chr3:49722695,49722445-49722522+49722518	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MST1	HsaALTA0005383-2/2	chr3:49722445-49722522	4	chr3:49722695,49722445-49722522+49722518	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
MST1	HsaALTA0005384-1/2	chr3:49721804-49721830	0	chr3:49721983,49721804-49721886+49721830	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
MST1	HsaALTA0005384-2/2	chr3:49721804-49721886	56	chr3:49721983,49721804-49721886+49721830	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
GMPPB	HsaALTA0003694-1/2	chr3:49760825-49760901	0	chr3:49761031,49760825-49760905+49760901	Alt3	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail
GMPPB	HsaALTA0003694-2/2	chr3:49760825-49760905	4	chr3:49761031,49760825-49760905+49760901	Alt3	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail
CHD2	HsaALTA0001843-1/2	chr15:93541379-93541491	0	chr15:93540633,93541379+93541368-93541491	Alt3	92.86	Fail	61.90	Fail	78.57	Fail	100.00	Pass	50.00	Pass	78.12	Pass
CHD2	HsaALTA0001843-2/2	chr15:93541368-93541491	11	chr15:93540633,93541379+93541368-93541491	Alt3	7.14	Fail	38.10	Fail	21.43	Fail	0.00	Pass	50.00	Pass	21.88	Pass
SULT1B1	HsaALTA0008349-1/2	chr4:70620788-70620919	0	chr4:70626177,70620788-70620979+70620919	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail
SULT1B1	HsaALTA0008349-2/2	chr4:70620788-70620979	60	chr4:70626177,70620788-70620979+70620919	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail
NUDT4	HsaALTA0005878-1/2	chr12:93792547-93792631	0	chr12:93788495,93792547+93792544-93792631	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail
NUDT4	HsaALTA0005878-2/2	chr12:93792544-93792631	3	chr12:93788495,93792547+93792544-93792631	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail
C9orf126	HsaALTA0001383-1/2	chr9:127733950-127734041	0	chr9:127738393,127733950-127734123+127734041	Alt3	0.00	Pass	3.11	Pass	2.24	Pass	0.00	Pass	1.80	Pass	8.77	Pass
C9orf126	HsaALTA0001383-2/2	chr9:127733950-127734123	82	chr9:127738393,127733950-127734123+127734041	Alt3	100.00	Pass	96.89	Pass	97.76	Pass	100.00	Pass	98.20	Pass	91.23	Pass
NMNAT1	HsaALTA0005755-1/2	chr1:10035654-10035825	0	chr1:10032246,10035654+10035650-10035825	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
NMNAT1	HsaALTA0005755-2/2	chr1:10035650-10035825	4	chr1:10032246,10035654+10035650-10035825	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
HSPB7	HsaALTA0004125-1/3	chr1:16343584-16343702	0	chr1:16344260,16343584-16343717+16343714+16343702	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPB7	HsaALTA0004125-2/3	chr1:16343584-16343714	12	chr1:16344260,16343584-16343717+16343714+16343702	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
HSPB7	HsaALTA0004125-3/3	chr1:16343584-16343717	15	chr1:16344260,16343584-16343717+16343714+16343702	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
UQCRH	HsaALTA0009315-1/2	chr1:46772818-46772879	0	chr1:46769492,46772818+46772763-46772879	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
UQCRH	HsaALTA0009315-2/2	chr1:46772763-46772879	55	chr1:46769492,46772818+46772763-46772879	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PSMD1	HsaALTA0006773-1/2	chr2:232031115-232031205	0	chr2:232030731,232031115+232031095-232031205	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PSMD1	HsaALTA0006773-2/2	chr2:232031095-232031205	20	chr2:232030731,232031115+232031095-232031205	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
PSMD1	HsaALTA0006774-1/2	chr2:231937047-231937129	0	chr2:231934882,231937047+231936903-231937129	Alt3	0.00	Pass	0.00	Pass	0.00	Pass	0.13	Pass	0.00	Pass	0.00	Pass
PSMD1	HsaALTA0006774-2/2	chr2:231936903-231937129	144	chr2:231934882,231937047+231936903-231937129	Alt3	100.00	Pass	100.00	Pass	100.00	Pass	99.87	Pass	100.00	Pass	100.00	Pass
C11orf80	HsaALTA0001053-1/2	chr11:66529675-66529921	0	chr11:66526567,66529675+66529631-66529921	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C11orf80	HsaALTA0001053-2/2	chr11:66529631-66529921	44	chr11:66526567,66529675+66529631-66529921	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
C1orf100	HsaALTA0001154-1/2	chr1:244541865-244541941	0	chr1:244538769,244541865+244541769-244541941	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	0.00	Fail	NA	Fail
C1orf100	HsaALTA0001154-2/2	chr1:244541769-244541941	96	chr1:244538769,244541865+244541769-244541941	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	100.00	Fail	NA	Fail
AGFG1	HsaALTA0000279-1/2	chr2:228399624-228399741	0	chr2:228398474,228399624+228399561-228399741	Alt3	1.72	Pass	1.85	Pass	0.00	Pass	0.00	Pass	0.00	Pass	0.00	Pass
AGFG1	HsaALTA0000279-2/2	chr2:228399561-228399741	63	chr2:228398474,228399624+228399561-228399741	Alt3	98.28	Pass	98.15	Pass	100.00	Pass	100.00	Pass	100.00	Pass	100.00	Pass
AGFG1	HsaALTA0000280-1/2	chr2:228418426-228418511	0	chr2:228416833,228418426+228418420-228418511	Alt3	23.60	Pass	16.95	Pass	16.43	Pass	1.85	Pass	16.28	Pass	9.57	Pass
AGFG1	HsaALTA0000280-2/2	chr2:228418420-228418511	6	chr2:228416833,228418426+228418420-228418511	Alt3	76.40	Pass	83.05	Pass	83.57	Pass	98.15	Pass	83.72	Pass	90.43	Pass
STAT5B	HsaALTA0008278-1/2	chr17:40379607-40379675	0	chr17:40384018,40379607-40379703+40379675	Alt3	0.00	Fail	0.00	Fail	NA	Fail	0.00	Pass	0.00	Fail	0.00	Fail
STAT5B	HsaALTA0008278-2/2	chr17:40379607-40379703	28	chr17:40384018,40379607-40379703+40379675	Alt3	100.00	Fail	100.00	Fail	NA	Fail	100.00	Pass	100.00	Fail	100.00	Fail
CNP	HsaALTA0001970-1/2	chr17:40120091-40120312	0	chr17:40118905,40120091+40120086-40120312	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	10.34	Pass
CNP	HsaALTA0001970-2/2	chr17:40120086-40120312	5	chr17:40118905,40120091+40120086-40120312	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	89.66	Pass
CTD-2526A2.1	HsaALTA0002227-1/2	chr17:78399292-78399313	0	chr17:78398900,78399292+78399259-78399313	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	100.00	Fail	87.50	Fail
CTD-2526A2.1	HsaALTA0002227-2/2	chr17:78399259-78399313	33	chr17:78398900,78399292+78399259-78399313	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	0.00	Fail	12.50	Fail
CTD-2526A2.1	HsaALTA0002228-1/2	chr17:78391611-78391745	0	chr17:78389621,78391611+78391581-78391745	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CTD-2526A2.1	HsaALTA0002228-2/2	chr17:78391581-78391745	30	chr17:78389621,78391611+78391581-78391745	Alt3	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail	NA	Fail
CTD-2526A2.1	HsaALTA0002229-1/2	chr17:78396006-78396042	0	chr17:78389621,78396006+78395940-78396042	Alt3	100.00	Fail	NA	Fail	100.00	Fail	NA	Fail	100.00	Fail	100.00	Fail
CTD-2526A2.1	HsaALTA0002229-2/2	chr17:78395940-78396042	66	chr17:78389621,78396006+78395940-78396042	Alt3	0.00	Fail	NA	Fail	0.00	Fail	NA	Fail	0.00	Fail	0.00	Fail
RNF213	HsaALTA0007229-1/3	chr17:78324151-78324191	0	chr17:78323706,78324151+78324147+78324101-78324191	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
RNF213	HsaALTA0007229-2/3	chr17:78324147-78324191	4	chr17:78323706,78324151+78324147+78324101-78324191	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	NA	Fail	NA	Fail	0.00	Fail
RNF213	HsaALTA0007229-3/3	chr17:78324101-78324191	50	chr17:78323706,78324151+78324147+78324101-78324191	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	NA	Fail	NA	Fail	100.00	Fail
RNF213	HsaALTA0007230-1/2	chr17:78265429-78265507	0	chr17:78264527,78265429+78265427-78265507	Alt3	0.00	Fail	0.00	Fail	0.00	Fail	0.00	Pass	0.00	Pass	0.00	Pass
RNF213	HsaALTA0007230-2/2	chr17:78265427-78265507	2	chr17:78264527,78265429+78265427-78265507	Alt3	100.00	Fail	100.00	Fail	100.00	Fail	100.00	Pass	100.00	Pass	100.00	Pass
NET1	HsaALTA0005687-1/2	chr10:5494821-5494860	0	chr10:5494488,5494821+5494788-5494860	Alt3	100.00	Fail	100.00	Fail	96.00	Pass	94.29	Pass	100.00	Pass	100.00	Pass
